Code,Name,Sector,Exchange,CCY,CurrentPrice,MarketCap(Billions),TargetPrice,As_of_Date
0460.HK,SIHUAN PHARM,Health Care,HKG,HKD,1.16,10.82279936,,2022-06-03
0512.HK,GRAND PHARMA,Health Care,HKG,HKD,4.17,14.801707008,,2022-06-03
0570.HK,TRAD CHI MED,Health Care,HKG,HKD,4.02,20.2439168,,2022-06-03
0775.HK,CKLIFE SCIENCES,Health Care,HKG,HKD,0.63,6.054974464,,2022-06-03
0853.HK,MICROPORT,Health Care,HKG,HKD,16.9,30.770673664,,2022-06-03
0867.HK,CMS,Health Care,HKG,HKD,10.68,26.194941952,,2022-06-03
1066.HK,WEIGAO GROUP,Health Care,HKG,HKD,7.92,35.816853504,,2022-06-03
1093.HK,CSPC PHARMA,Health Care,HKG,HKD,7.48,89.260335104,,2022-06-03
1099.HK,SINOPHARM,Health Care,HKG,HKD,18.52,57.794625536,,2022-06-03
1167.HK,JACOBIO-B,Health Care,HKG,HKD,6.92,5.338516992,,2022-06-03
1177.HK,SINO BIOPHARM,Health Care,HKG,HKD,4.17,78.459379712,,2022-06-03
1302.HK,LIFETECH SCI,Health Care,HKG,HKD,2.39,11.065772032,,2022-06-03
1477.HK,OCUMENSION-B,Health Care,HKG,HKD,10.64,7.094145536,,2022-06-03
1513.HK,LIVZON PHARMA,Health Care,HKG,HKD,25.25,32.244504576,,2022-06-03
1515.HK,CR MEDICAL,Health Care,HKG,HKD,4.29,5.56275712,,2022-06-03
1521.HK,FRONTAGE,Health Care,HKG,HKD,2.76,5.725564928,,2022-06-03
1530.HK,3SBIO,Health Care,HKG,HKD,5.81,14.654911488,,2022-06-03
1548.HK,GENSCRIPT BIO,Health Care,HKG,HKD,22.35,46.838673408,,2022-06-03
1789.HK,AK MEDICAL,Health Care,HKG,HKD,4.58,5.10990592,,2022-06-03
1801.HK,INNOVENT BIO,Health Care,HKG,HKD,24.3,35.529269248,,2022-06-03
1833.HK,PA GOODDOCTOR,Health Care,HKG,HKD,19.46,21.77204224,,2022-06-03
1873.HK,VIVA BIOTECH,Health Care,HKG,HKD,2.33,4.462974976,,2022-06-03
1877.HK,JUNSHI BIO,Health Care,HKG,HKD,41.4,70.913646592,,2022-06-03
1951.HK,JXR,Health Care,HKG,HKD,5.94,14.86098944,,2022-06-03
1952.HK,EVEREST MED-B,Health Care,HKG,HKD,21.35,6.39581952,,2022-06-03
2005.HK,SSY GROUP,Health Care,HKG,HKD,3.46,10.334154752,,2022-06-03
2096.HK,SIMCERE PHARMA,Health Care,HKG,HKD,8.91,23.583967232,,2022-06-03
2126.HK,JW THERAP-B,Health Care,HKG,HKD,7.35,3.017527808,,2022-06-03
2137.HK,BRII-B,Health Care,HKG,HKD,8.11,5.841567744,,2022-06-03
2138.HK,EC HEALTHCARE,Health Care,HKG,HKD,7.81,9.203147776,,2022-06-03
2142.HK,HBM HOLDINGS-B,Health Care,HKG,HKD,3.69,2.750116608,,2022-06-03
2158.HK,YIDU TECH,Health Care,HKG,HKD,7.35,7.221073408,,2022-06-03
2160.HK,CARDIOFLOW-B,Health Care,HKG,HKD,2.32,5.576259072,,2022-06-03
2162.HK,KEYMED BIO-B,Health Care,HKG,HKD,24.25,6.78359808,,2022-06-03
2171.HK,CARSGEN-B,Health Care,HKG,HKD,11.08,6.288310272,,2022-06-03
2186.HK,LUYE PHARMA,Health Care,HKG,HKD,2.34,8.3062272,,2022-06-03
2192.HK,MEDLIVE,Health Care,HKG,HKD,8.64,6.166593024,,2022-06-03
2196.HK,FOSUN PHARMA,Health Care,HKG,HKD,32.05,118.178922496,,2022-06-03
2197.HK,CLOVER BIO-B,Health Care,HKG,HKD,3.88,4.493466624,,2022-06-03
2252.HK,MEDBOT-B,Health Care,HKG,HKD,24.45,23.437623296,,2022-06-03
2269.HK,WUXI BIO,Health Care,HKG,HKD,57.0,240.266395648,,2022-06-03
2273.HK,GUSHENGTANG,Health Care,HKG,HKD,30.3,6.980998656,,2022-06-03
2279.HK,YONGHE MEDICAL,Health Care,HKG,HKD,10.4,5.481631744,,2022-06-03
2359.HK,WUXI APPTEC,Health Care,HKG,HKD,91.25,308.508033024,,2022-06-03
2500.HK,VENUS MEDTECH-B,Health Care,HKG,HKD,13.52,5.962468864,,2022-06-03
2607.HK,SH PHARMA,Health Care,HKG,HKD,12.52,69.182390272,,2022-06-03
2616.HK,CSTONE PHARMA-B,Health Care,HKG,HKD,5.1,6.03442176,,2022-06-03
3309.HK,C-MER EYE,Health Care,HKG,HKD,4.53,5.59740416,,2022-06-03
3320.HK,CHINARES PHARMA,Health Care,HKG,HKD,4.32,27.14044416,,2022-06-03
3347.HK,TIGERMED,Health Care,HKG,HKD,70.5,80.151445504,,2022-06-03
3613.HK,TONGRENTANGCM,Health Care,HKG,HKD,10.56,8.839776256,,2022-06-03
3692.HK,HANSOH PHARMA,Health Care,HKG,HKD,12.48,73.91092736,,2022-06-03
3759.HK,PHARMARON,Health Care,HKG,HKD,91.5,102.27412992,,2022-06-03
3933.HK,UNITED LAB,Health Care,HKG,HKD,3.57,6.488724992,,2022-06-03
6078.HK,HYGEIA HEALTH,Health Care,HKG,HKD,42.9,26.457458688,,2022-06-03
6160.HK,BEIGENE,Health Care,HKG,HKD,85.9,114.713444352,,2022-06-03
6185.HK,CANSINOBIO-B,Health Care,HKG,HKD,74.05,31.952058368,,2022-06-03
6600.HK,SCICLONE PHARMA,Health Care,HKG,HKD,7.91,5.39882752,,2022-06-03
6606.HK,NH HEALTH-B,Health Care,HKG,HKD,16.24,6.97897728,,2022-06-03
6618.HK,JD HEALTH,Health Care,HKG,HKD,48.4,153.855868928,,2022-06-03
6699.HK,ANGELALIGN,Health Care,HKG,HKD,135.8,23.272046592,,2022-06-03
6855.HK,ASCENTAGE-B,Health Care,HKG,HKD,17.66,4.64247808,,2022-06-03
6978.HK,IMMUNOTECH-B,Health Care,HKG,HKD,5.2,2.675836672,,2022-06-03
6996.HK,ANTENGENE-B,Health Care,HKG,HKD,6.56,4.67061504,,2022-06-03
6998.HK,GENOR-B,Health Care,HKG,HKD,3.33,1.681663232,,2022-06-03
9688.HK,ZAI LAB-SB,Health Care,HKG,HKD,22.95,22.470047744,,2022-06-03
9926.HK,AKESO-B,Health Care,HKG,HKD,17.4,14.216792064,,2022-06-03
9939.HK,KINTOR PHARMA-B,Health Care,HKG,HKD,22.9,8.875810816,,2022-06-03
9966.HK,ALPHAMAB-B,Health Care,HKG,HKD,7.84,7.353959424,,2022-06-03
9969.HK,INNOCARE-B,Health Care,HKG,HKD,10.5,15.746535424,,2022-06-03
9995.HK,REMEGEN-B,Health Care,HKG,HKD,29.65,14.523666432,,2022-06-03
9996.HK,PEIJIA-B,Health Care,HKG,HKD,6.43,4.286842368,,2022-06-03
9997.HK,KANGJI MEDICAL,Health Care,HKG,HKD,6.66,8.292898816,,2022-06-03
0020.HK,SENSETIME-W,Information Technology,HKG,HKD,5.87,196.688429056,,2022-06-03
0136.HK,CHINA RUYI,Information Technology,HKG,HKD,2.19,20.486682624,,2022-06-03
0268.HK,KINGDEE INT'L,Information Technology,HKG,HKD,14.68,50.995822592,,2022-06-03
0285.HK,BYD ELECTRONIC,Information Technology,HKG,HKD,17.26,38.89022976,,2022-06-03
0302.HK,CMGE,Information Technology,HKG,HKD,2.05,5.674502144,,2022-06-03
0303.HK,VTECH HOLDINGS,Information Technology,HKG,HKD,60.0,15.142739968,,2022-06-03
0327.HK,PAX GLOBAL,Information Technology,HKG,HKD,6.35,6.848221184,,2022-06-03
0354.HK,CHINASOFT INT'L,Information Technology,HKG,HKD,7.2,22.075631616,,2022-06-03
0522.HK,ASM PACIFIC,Information Technology,HKG,HKD,71.35,29.446500352,,2022-06-03
0552.HK,CHINACOMSERVICE,Information Technology,HKG,HKD,3.7,25.626273792,,2022-06-03
0696.HK,TRAVELSKY TECH,Information Technology,HKG,HKD,13.08,38.27482624,,2022-06-03
0700.HK,TENCENT,Information Technology,HKG,HKD,359.0,3450.704494592,,2022-06-03
0763.HK,ZTE,Information Technology,HKG,HKD,17.08,125.615710208,,2022-06-03
0777.HK,NETDRAGON,Information Technology,HKG,HKD,15.8,8.543438848,,2022-06-03
0799.HK,IGG,Information Technology,HKG,HKD,3.3,3.950528768,,2022-06-03
0856.HK,VSTECS,Information Technology,HKG,HKD,6.14,8.932901888,,2022-06-03
0861.HK,DC HOLDINGS,Information Technology,HKG,HKD,3.87,6.476560896,,2022-06-03
0909.HK,MING YUAN CLOUD,Information Technology,HKG,HKD,9.49,18.48082432,,2022-06-03
0981.HK,SMIC,Information Technology,HKG,HKD,17.2,201.20387584,,2022-06-03
0992.HK,LENOVO GROUP,Information Technology,HKG,HKD,7.47,89.951502336,,2022-06-03
1024.HK,KUAISHOU-W,Information Technology,HKG,HKD,79.9,339.368869888,,2022-06-03
1137.HK,HK TECH VENTURE,Information Technology,HKG,HKD,6.42,5.887184896,,2022-06-03
1347.HK,HUA HONG SEMI,Information Technology,HKG,HKD,29.7,38.645346304,,2022-06-03
1357.HK,MEITU,Information Technology,HKG,HKD,0.94,4.147148288,,2022-06-03
1686.HK,SUNEVISION,Information Technology,HKG,HKD,6.43,15.035526144,,2022-06-03
1810.HK,XIAOMI-W,Information Technology,HKG,HKD,11.96,298.313515008,,2022-06-03
1909.HK,FIRE ROCK,Information Technology,HKG,HKD,0.56,2.1504,,2022-06-03
2038.HK,FIH,Information Technology,HKG,HKD,0.99,7.893270016,,2022-06-03
2342.HK,COMBA,Information Technology,HKG,HKD,1.3,3.590950912,,2022-06-03
2400.HK,XD INC,Information Technology,HKG,HKD,22.8,10.761440256,,2022-06-03
2518.HK,AUTOHOME-S,Information Technology,HKG,HKD,71.5,35.905871872,,2022-06-03
3396.HK,LEGENDHOLDING,Information Technology,HKG,HKD,9.29,21.889376256,,2022-06-03
3690.HK,MEITUAN-W,Information Technology,HKG,HKD,180.2,1113.947635712,,2022-06-03
3738.HK,VOBILE GROUP,Information Technology,HKG,HKD,4.04,8.555103744,,2022-06-03
3888.HK,KINGSOFT,Information Technology,HKG,HKD,26.45,36.023578624,,2022-06-03
3969.HK,CHINA CRSC,Information Technology,HKG,HKD,2.83,52.546592768,,2022-06-03
6088.HK,FIT HON TENG,Information Technology,HKG,HKD,1.11,7.918196224,,2022-06-03
6608.HK,BAIRONG-W,Information Technology,HKG,HKD,9.0,4.483727872,,2022-06-03
9618.HK,JD-SW,Information Technology,HKG,HKD,221.4,691.542884352,,2022-06-03
9626.HK,BILIBILI-SW,Information Technology,HKG,HKD,182.0,71.090110464,,2022-06-03
9698.HK,GDS-SW,Information Technology,HKG,HKD,27.35,41.693159424,,2022-06-03
9888.HK,BIDU-SW,Information Technology,HKG,HKD,139.1,384.528089088,,2022-06-03
9898.HK,WB-SW,Information Technology,HKG,HKD,173.2,40.972537856,,2022-06-03
9923.HK,YEAHKA,Information Technology,HKG,HKD,19.0,8.110378496,,2022-06-03
9959.HK,LINKLOGIS-W,Information Technology,HKG,HKD,6.81,15.65448704,,2022-06-03
9988.HK,BABA-SW,Information Technology,HKG,HKD,92.3,1975.220174848,,2022-06-03
9990.HK,ARCHOSAUR GAMES,Information Technology,HKG,HKD,6.61,5.349559296,,2022-06-03
9991.HK,BAOZUN-SW,Information Technology,HKG,HKD,23.35,4.735776768,,2022-06-03
9999.HK,NTES-S,Information Technology,HKG,HKD,160.3,526.423621632,,2022-06-03
0004.HK,WHARF HOLDINGS,Properties & Construction,HKG,HKD,25.65,78.387167232,,2022-06-03
0012.HK,HENDERSON LAND,Properties & Construction,HKG,HKD,32.45,157.09044736,,2022-06-03
0014.HK,HYSAN DEV,Properties & Construction,HKG,HKD,23.75,24.46867456,,2022-06-03
0016.HK,SHK PPT,Properties & Construction,HKG,HKD,96.1,278.497787904,,2022-06-03
0017.HK,NEW WORLD DEV,Properties & Construction,HKG,HKD,29.1,73.233932288,,2022-06-03
0059.HK,SKYFAME REALTY,Properties & Construction,HKG,HKD,0.088,0.743276992,,2022-06-03
0081.HK,CH OVS G OCEANS,Properties & Construction,HKG,HKD,4.03,13.796141056,,2022-06-03
0083.HK,SINO LAND,Properties & Construction,HKG,HKD,11.14,85.980307456,,2022-06-03
0095.HK,LVGEM CHINA,Properties & Construction,HKG,HKD,0.87,4.434998784,,2022-06-03
0101.HK,HANG LUNG PPT,Properties & Construction,HKG,HKD,13.82,62.17617408,,2022-06-03
0119.HK,POLY PROPERTY,Properties & Construction,HKG,HKD,1.85,6.869734912,,2022-06-03
0123.HK,YUEXIU PROPERTY,Properties & Construction,HKG,HKD,8.76,27.124989952,,2022-06-03
0173.HK,K. WAH INT'L,Properties & Construction,HKG,HKD,2.97,9.30468352,,2022-06-03
0185.HK,ZENSUN ENT,Properties & Construction,HKG,HKD,2.95,5.64450048,,2022-06-03
0272.HK,SHUI ON LAND,Properties & Construction,HKG,HKD,1.03,8.304086016,,2022-06-03
0337.HK,GREENLAND HK,Properties & Construction,HKG,HKD,1.55,4.32741376,,2022-06-03
0390.HK,CHINA RAILWAY,Properties & Construction,HKG,HKD,5.43,179.24538368,,2022-06-03
0405.HK,YUEXIU REIT,Properties & Construction,HKG,HKD,3.11,14.529266688,,2022-06-03
0410.HK,SOHO CHINA,Properties & Construction,HKG,HKD,1.49,7.74728448,,2022-06-03
0435.HK,SUNLIGHT REIT,Properties & Construction,HKG,HKD,3.84,6.457765888,,2022-06-03
0535.HK,GEMDALE PPT,Properties & Construction,HKG,HKD,0.74,12.265721856,,2022-06-03
0604.HK,SHENZHEN INVEST,Properties & Construction,HKG,HKD,1.68,14.949967872,,2022-06-03
0683.HK,KERRY PPT,Properties & Construction,HKG,HKD,20.15,29.307570176,,2022-06-03
0688.HK,CHINA OVERSEAS,Properties & Construction,HKG,HKD,23.05,252.277620736,,2022-06-03
0743.HK,ASIA CEMENT CH,Properties & Construction,HKG,HKD,4.84,7.58355456,,2022-06-03
0754.HK,HOPSON DEV HOLD,Properties & Construction,HKG,HKD,12.2,28.968779776,,2022-06-03
0778.HK,FORTUNE REIT,Properties & Construction,HKG,HKD,6.99,13.825869824,,2022-06-03
0813.HK,SHIMAO GROUP,Properties & Construction,HKG,HKD,4.42,16.770673664,,2022-06-03
0817.HK,CHINA JINMAO,Properties & Construction,HKG,HKD,2.12,26.899193856,,2022-06-03
0823.HK,LINK REIT,Properties & Construction,HKG,HKD,71.3,150.456549376,,2022-06-03
0832.HK,CENTRAL CHINA,Properties & Construction,HKG,HKD,0.75,2.223090176,,2022-06-03
0873.HK,SHIMAO SERVICES,Properties & Construction,HKG,HKD,4.2,10.366313472,,2022-06-03
0884.HK,CIFI HOLD GP,Properties & Construction,HKG,HKD,3.33,29.248188416,,2022-06-03
0914.HK,CONCH CEMENT,Properties & Construction,HKG,HKD,34.45,194.97975808,,2022-06-03
0960.HK,LONGFOR GROUP,Properties & Construction,HKG,HKD,37.5,227.786637312,,2022-06-03
1030.HK,SEAZEN,Properties & Construction,HKG,HKD,3.28,21.338826752,,2022-06-03
1098.HK,ROAD KING INFRA,Properties & Construction,HKG,HKD,6.18,4.630902784,,2022-06-03
1109.HK,CHINA RES LAND,Properties & Construction,HKG,HKD,34.5,246.017425408,,2022-06-03
1113.HK,CK ASSET,Properties & Construction,HKG,HKD,52.65,191.77816064,,2022-06-03
1176.HK,ZHUGUANG HOLD,Properties & Construction,HKG,HKD,1.2,8.670756864,,2022-06-03
1186.HK,CHINA RAIL CONS,Properties & Construction,HKG,HKD,5.13,117.030690816,,2022-06-03
1209.HK,CHINA RES MIXC,Properties & Construction,HKG,HKD,38.3,87.419748352,,2022-06-03
1233.HK,TIMES CHINA,Properties & Construction,HKG,HKD,2.24,4.708077056,,2022-06-03
1238.HK,POWERLONG,Properties & Construction,HKG,HKD,2.02,8.363608064,,2022-06-03
1313.HK,CHINARES CEMENT,Properties & Construction,HKG,HKD,5.88,41.059688448,,2022-06-03
1387.HK,CHINA DILI,Properties & Construction,HKG,HKD,1.82,16.191248384,,2022-06-03
1516.HK,SUNAC SERVICES,Properties & Construction,HKG,HKD,4.03,12.319065088,,2022-06-03
1589.HK,CNLP,Properties & Construction,HKG,HKD,4.34,15.078375424,,2022-06-03
1622.HK,REDCO GROUP,Properties & Construction,HKG,HKD,1.95,6.92563968,,2022-06-03
1628.HK,YUZHOU GROUP,Properties & Construction,HKG,HKD,0.455,2.977479168,,2022-06-03
1638.HK,KAISA GROUP,Properties & Construction,HKG,HKD,0.84,5.891457536,,2022-06-03
1668.HK,CHINASOUTHCITY,Properties & Construction,HKG,HKD,0.65,7.437234176,,2022-06-03
1755.HK,S-ENJOY SERVICE,Properties & Construction,HKG,HKD,8.28,7.204709376,,2022-06-03
1800.HK,CHINA COMM CONS,Properties & Construction,HKG,HKD,4.39,151.783817216,,2022-06-03
1813.HK,KWG GROUP,Properties & Construction,HKG,HKD,2.36,7.513083392,,2022-06-03
1908.HK,C&D INTL GROUP,Properties & Construction,HKG,HKD,17.26,25.16197376,,2022-06-03
1918.HK,SUNAC,Properties & Construction,HKG,HKD,4.58,24.955871232,,2022-06-03
1966.HK,CHINA SCE GROUP,Properties & Construction,HKG,HKD,1.13,4.771006976,,2022-06-03
1972.HK,SWIREPROPERTIES,Properties & Construction,HKG,HKD,19.9,116.41499648,,2022-06-03
1995.HK,CIFI ES SERVICE,Properties & Construction,HKG,HKD,8.46,14.83029504,,2022-06-03
1996.HK,RSUN PPT,Properties & Construction,HKG,HKD,2.39,7.963337216,,2022-06-03
1997.HK,WHARF REIC,Properties & Construction,HKG,HKD,37.05,112.483794944,,2022-06-03
2007.HK,COUNTRY GARDEN,Properties & Construction,HKG,HKD,4.76,110.186389504,,2022-06-03
2019.HK,DEXIN CHINA,Properties & Construction,HKG,HKD,2.51,6.780363264,,2022-06-03
2048.HK,E-HOUSE ENT,Properties & Construction,HKG,HKD,0.74,1.294304384,,2022-06-03
2128.HK,CHINA LESSO,Properties & Construction,HKG,HKD,10.44,32.38926336,,2022-06-03
2202.HK,CHINA VANKE,Properties & Construction,HKG,HKD,17.16,259.682271232,,2022-06-03
2233.HK,WESTCHINACEMENT,Properties & Construction,HKG,HKD,1.07,5.819601408,,2022-06-03
2599.HK,SHINSUN HOLD GP,Properties & Construction,HKG,HKD,0.54,1.643436032,,2022-06-03
2669.HK,CHINA OVS PPT,Properties & Construction,HKG,HKD,8.79,28.891500544,,2022-06-03
2768.HK,JIAYUAN INTL,Properties & Construction,HKG,HKD,0.375,1.841186304,,2022-06-03
2772.HK,ZHONGLIANG HLDG,Properties & Construction,HKG,HKD,1.93,6.912854528,,2022-06-03
2777.HK,R&F PROPERTIES,Properties & Construction,HKG,HKD,2.61,9.793685504,,2022-06-03
2778.HK,CHAMPION REIT,Properties & Construction,HKG,HKD,3.72,22.085937152,,2022-06-03
2869.HK,GREENTOWN SER,Properties & Construction,HKG,HKD,7.98,25.89103104,,2022-06-03
3301.HK,RONSHINECHINA,Properties & Construction,HKG,HKD,2.03,3.417362944,,2022-06-03
3311.HK,CHINA STATE CON,Properties & Construction,HKG,HKD,9.18,46.24535552,,2022-06-03
3319.HK,A-LIVING,Properties & Construction,HKG,HKD,12.22,17.352400896,,2022-06-03
3323.HK,CNBM,Properties & Construction,HKG,HKD,8.32,71.10230016,,2022-06-03
3333.HK,EVERGRANDE,Properties & Construction,HKG,HKD,1.65,21.78709504,,2022-06-03
3377.HK,SINO-OCEAN GP,Properties & Construction,HKG,HKD,1.36,10.328315904,,2022-06-03
3380.HK,LOGAN GROUP,Properties & Construction,HKG,HKD,2.18,12.402914304,,2022-06-03
3383.HK,AGILE GROUP,Properties & Construction,HKG,HKD,3.2,12.534560768,,2022-06-03
3883.HK,CHINA AOYUAN,Properties & Construction,HKG,HKD,1.18,3.499372544,,2022-06-03
3900.HK,GREENTOWN CHINA,Properties & Construction,HKG,HKD,13.12,32.725479424,,2022-06-03
3913.HK,KWG LIVING,Properties & Construction,HKG,HKD,2.38,4.80072192,,2022-06-03
3990.HK,MIDEA REAL EST,Properties & Construction,HKG,HKD,12.42,15.330752512,,2022-06-03
6049.HK,POLY PPT SER,Properties & Construction,HKG,HKD,50.4,27.88798464,,2022-06-03
6098.HK,CG SERVICES,Properties & Construction,HKG,HKD,29.6,99.635675136,,2022-06-03
6158.HK,ZHENRO PPT,Properties & Construction,HKG,HKD,0.58,2.533300736,,2022-06-03
6666.HK,EVERG SERVICES,Properties & Construction,HKG,HKD,2.3,24.86483968,,2022-06-03
6878.HK,DIFFER GROUP,Properties & Construction,HKG,HKD,2.05,14.777199616,,2022-06-03
6989.HK,EXCELLENCE CM,Properties & Construction,HKG,HKD,3.66,4.466481152,,2022-06-03
9666.HK,JINKE SERVICES,Properties & Construction,HKG,HKD,19.0,12.404112384,,2022-06-03
9909.HK,POWERLONG CM,Properties & Construction,HKG,HKD,6.08,3.908831744,,2022-06-03
9968.HK,HUIJING HLDGS,Properties & Construction,HKG,HKD,1.89,9.930059776,,2022-06-03
9979.HK,GREENTOWN MGMT,Properties & Construction,HKG,HKD,5.67,11.1017472,,2022-06-03
9983.HK,CC NEW LIFE,Properties & Construction,HKG,HKD,3.88,4.91999488,,2022-06-03
9993.HK,RADIANCE HLDGS,Properties & Construction,HKG,HKD,3.93,15.897754624,,2022-06-03
0005.HK,HSBC HOLDINGS,Financials,HKG,HKD,52.3,1061.7946112,,2022-06-03
0011.HK,HANG SENG BANK,Financials,HKG,HKD,139.2,266.128130048,,2022-06-03
0023.HK,BANK OF E ASIA,Financials,HKG,HKD,11.46,33.4934528,,2022-06-03
0086.HK,SUN HUNG KAI CO,Financials,HKG,HKD,3.64,7.18281216,,2022-06-03
0165.HK,CHINA EB LTD,Financials,HKG,HKD,7.48,12.6056704,,2022-06-03
0388.HK,HKEX,Financials,HKG,HKD,342.0,433.601282048,,2022-06-03
0440.HK,DAH SING,Financials,HKG,HKD,23.0,7.350225408,,2022-06-03
0665.HK,HAITONG INT'L,Financials,HKG,HKD,1.19,7.18449408,,2022-06-03
0697.HK,SHOUCHENG,Financials,HKG,HKD,1.16,8.457582592,,2022-06-03
0806.HK,VALUE PARTNERS,Financials,HKG,HKD,3.09,5.716438016,,2022-06-03
0939.HK,CCB,Financials,HKG,HKD,5.74,1452.50123776,,2022-06-03
0966.HK,CHINA TAIPING,Financials,HKG,HKD,8.98,32.27429888,,2022-06-03
0998.HK,CITIC BANK,Financials,HKG,HKD,3.78,270.6026496,,2022-06-03
1282.HK,GLORY SUN FIN,Financials,HKG,HKD,0.036,1.129949952,,2022-06-03
1288.HK,ABC,Financials,HKG,HKD,2.97,1332.122222592,,2022-06-03
1299.HK,AIA,Financials,HKG,HKD,80.0,967.760019456,,2022-06-03
1336.HK,NCI,Financials,HKG,HKD,20.45,117.511430144,,2022-06-03
1339.HK,PICC GROUP,Financials,HKG,HKD,2.49,236.922257408,,2022-06-03
1359.HK,CHINA CINDA,Financials,HKG,HKD,1.34,51.140431872,,2022-06-03
1398.HK,ICBC,Financials,HKG,HKD,4.65,2003.871072256,,2022-06-03
1658.HK,PSBC,Financials,HKG,HKD,5.77,588.338036736,,2022-06-03
1776.HK,GF SEC,Financials,HKG,HKD,10.24,136.475648,,2022-06-03
1788.HK,GUOTAI JUNAN I,Financials,HKG,HKD,0.87,8.368530432,,2022-06-03
1821.HK,ESR,Financials,HKG,HKD,22.9,69.812936704,,2022-06-03
1911.HK,CR HOLDINGS,Financials,HKG,HKD,9.16,5.026907136,,2022-06-03
1963.HK,BCQ,Financials,HKG,HKD,4.61,14.415700992,,2022-06-03
1988.HK,MINSHENG BANK,Financials,HKG,HKD,3.01,196.903665664,,2022-06-03
2318.HK,PING AN,Financials,HKG,HKD,47.0,921.7687552,,2022-06-03
2328.HK,PICC P&C,Financials,HKG,HKD,7.67,170.602266624,,2022-06-03
2356.HK,DAHSING BANKING,Financials,HKG,HKD,6.53,9.179547648,,2022-06-03
2388.HK,BOC HONG KONG,Financials,HKG,HKD,30.2,319.298568192,,2022-06-03
2601.HK,CPIC,Financials,HKG,HKD,18.2,246.975840256,,2022-06-03
2611.HK,GTJA,Financials,HKG,HKD,10.24,159.847415808,,2022-06-03
2628.HK,CHINA LIFE,Financials,HKG,HKD,11.96,764.700852224,,2022-06-03
2666.HK,UNI MEDICAL,Financials,HKG,HKD,5.12,9.6846848,,2022-06-03
2858.HK,YIXIN,Financials,HKG,HKD,0.82,5.345620992,,2022-06-03
3328.HK,BANKCOMM,Financials,HKG,HKD,5.29,430.319796224,,2022-06-03
3360.HK,FE HORIZON,Financials,HKG,HKD,7.0,29.15115008,,2022-06-03
3618.HK,CQRC BANK,Financials,HKG,HKD,2.83,49.704988672,,2022-06-03
3877.HK,CSSC SHIPPING,Financials,HKG,HKD,1.45,8.897301504,,2022-06-03
3908.HK,CICC,Financials,HKG,HKD,14.86,151.228727296,,2022-06-03
3968.HK,CM BANK,Financials,HKG,HKD,48.75,1202.33590784,,2022-06-03
3988.HK,BANK OF CHINA,Financials,HKG,HKD,3.11,1109.747433472,,2022-06-03
6030.HK,CITIC SEC,Financials,HKG,HKD,16.7,316.623650816,,2022-06-03
6060.HK,ZA ONLINE,Financials,HKG,HKD,25.05,36.8187392,,2022-06-03
6066.HK,CSC,Financials,HKG,HKD,7.4,57.39958272,,2022-06-03
6069.HK,SY HOLDINGS,Financials,HKG,HKD,6.52,6.540798976,,2022-06-03
6099.HK,CMSC,Financials,HKG,HKD,8.18,122.814521344,,2022-06-03
6818.HK,CEB BANK,Financials,HKG,HKD,2.57,187.601010688,,2022-06-03
6837.HK,HAITONG SEC,Financials,HKG,HKD,5.56,135.92420352,,2022-06-03
6881.HK,CGS,Financials,HKG,HKD,4.3,100.368883712,,2022-06-03
6886.HK,HTSC,Financials,HKG,HKD,10.8,151.289643008,,2022-06-03
0002.HK,CLP HOLDINGS,Utilities,HKG,HKD,77.7,196.305158144,,2022-06-03
0003.HK,HK & CHINA GAS,Utilities,HKG,HKD,8.85,165.140119552,,2022-06-03
0006.HK,POWER ASSETS,Utilities,HKG,HKD,52.5,112.048652288,,2022-06-03
0135.HK,KUNLUN ENERGY,Utilities,HKG,HKD,6.56,56.80304128,,2022-06-03
0257.HK,EB ENVIRONMENT,Utilities,HKG,HKD,4.72,28.994865152,,2022-06-03
0270.HK,GUANGDONG INV,Utilities,HKG,HKD,9.84,64.332152832,,2022-06-03
0371.HK,BJ ENT WATER,Utilities,HKG,HKD,2.59,26.158481408,,2022-06-03
0384.HK,CHINA GAS HOLD,Utilities,HKG,HKD,11.84,65.460875264,,2022-06-03
0392.HK,BEIJING ENT,Utilities,HKG,HKD,27.9,35.211194368,,2022-06-03
0836.HK,CHINA RES POWER,Utilities,HKG,HKD,16.02,77.063258112,,2022-06-03
0855.HK,CHINA WATER,Utilities,HKG,HKD,7.84,12.7973888,,2022-06-03
0902.HK,HUANENG POWER,Utilities,HKG,HKD,3.92,61.536555008,,2022-06-03
0916.HK,CHINA LONGYUAN,Utilities,HKG,HKD,16.86,135.493541888,,2022-06-03
0991.HK,DATANG POWER,Utilities,HKG,HKD,1.38,47.021568,,2022-06-03
1038.HK,CKI HOLDINGS,Utilities,HKG,HKD,52.5,132.279533568,,2022-06-03
1083.HK,TG SMART ENERGY,Utilities,HKG,HKD,4.1,12.955589632,,2022-06-03
1193.HK,CHINA RES GAS,Utilities,HKG,HKD,33.4,77.287940096,,2022-06-03
1257.HK,CEB GREENTECH,Utilities,HKG,HKD,2.12,4.380089344,,2022-06-03
1381.HK,CANVEST ENV,Utilities,HKG,HKD,3.94,9.611787264,,2022-06-03
1600.HK,TIAN LUN GAS,Utilities,HKG,HKD,4.83,4.847484416,,2022-06-03
1811.HK,CGN NEW ENERGY,Utilities,HKG,HKD,3.84,16.4767488,,2022-06-03
